V2.3,UID,Old Input tester,Input to test,Input to Entity Under Test,Output,Pattern name,Type,Message Under Test,Test Name,Description,Entity under test,Input for generated MR: message to handle,Input for generated MR: Oracle,Requirement,Requirement Source,Profile,Cases,Related to,Type MIG,Severity,Reasons  for chosen Severity,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Reference spid-cie-oidc-django unit test,Reference Test MIG for CIE Core Web,Reference IPZS Test plan document,Reference spid-oidc-check-op,Note,Has Reference,Checked,Divider,Implementation dependent,Session in spid-oidc-cie-django,"Stato del test [E= Eseguito, N= Non eseguito, ND= Non definito, ToDo= Da Eseguire]",Motivazione,Spid-cie-oidc-django result,"Versione Django Feb,21 2024 - 87467470e7c491e91d0e6bb95ada85ec6f71ca77",Test,Django v2.2
x,OP-Token response-BODY_access_token-PAYLOAD-iat-type,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the iat claim and its value is a timestamp, not Compliant otherwise",JWT parameter type,Correct Input,Token response,Does the issued JWT Access Token contain a correct 'iat' parameter in the Payload,The Access Token present in the Token Response is analyzed and the presence of the 'iat' parameter in the Payload is a timestamp.,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload |  | {""type"": ""object"", ""properties"": {""iat"": {""type"": ""integer"", ""minimum"": 0}}, ""required"": [""iat""]}",The JWT Access Token Payload requires the iat parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,L,Type mismatch,,,,,,"3.4.8, 3.4.9, 3.4.10",,TRUE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-exp-presence,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the exp parameter, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT Access Token contain the 'exp' parameter in the Payload,The Access Token present in the Token Response is analyzed and the presence of the 'exp' parameter in the Payload is checked.,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload | exp",The JWT Access Token Payload requires the exp parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,M,Missing parameter,,,,,,"3.4.11, 3.4.12",,TRUE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-exp-type,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the exp parameter and its value is a timestamp, not Compliant otherwise",JWT parameter type,Correct Input,Token response,Does the issued JWT Access Token contain a timestamp as the 'exp' parameter in the Payload,"The Access Token present in the Token Response is analyzed and the presence of the 'exp' parameter in the Payload is checked. In particular, this parameter must be a valid timestamp",OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload |  | {""type"": ""object"", ""properties"": {""exp"": {""type"": ""integer"", ""minimum"": 0}}, ""required"": [""exp""]}",The JWT Access Token Payload requires the exp parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,L,Type mismatch,,,,,,"3.4.11, 3.4.12",,TRUE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-jti-presence,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the jti parameter, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT Access Token contain the 'jti' parameter in the Payload,The Access Token present in the Token Response is analyzed and the presence of the 'jti' parameter in the Payload is checked.,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload | jti",The JWT Access Token Payload requires the jti parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,M,Missing parameter,,,,,,3.4.14,,TRUE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-jti-type,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the jti parameter in uuid4 format, not Compliant otherwise",JWT parameter type,Correct Input,Token response,Does the issued JWT Access Token contain the 'jti' parameter in the Payload in uuid4 format,The Access Token present in the Token Response is analyzed and the value of the 'jti' parameter in the Payload must be based on uuid4 format.,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload |  | {""type"": ""object"", ""properties"": {""jti"": {""type"": ""string"", ""pattern"": ""^[0-9a-f]{8}-[0-9a-f]{4}-4[0-9a-f]{3}-[89ab][0-9a-f]{3}-[0-9a-f]{12}$""}}, ""required"": [""jti""]}",The JWT Access Token Payload requires the jti parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,L,Type mismatch,,,,,,3.4.14,,TRUE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-HEAD-alg-presence,ID Token Header,Token response,Trigger Token response,"Compliant if the ID Token Header has the alg parameter, not compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT ID Token contain a correct 'alg' parameter in the Header,"In this test, the ID Token is taken from the Token Response, the header is base64url decoded and the presence of the 'alg' parameter in the Header is checked",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | header | alg",The JWT ID Token Header requires the alg parameter,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,M,Missing parameter,,,,,,,,,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-HEAD-alg-value,ID Token Header,Token response,Trigger Token response,"Compliant if the ID Token Header has the alg parameter and contains one of the values in the OP's metadata, not compliant otherwise",/ manual: wrong value,Correct Input,Token response,Does the issued JWT ID Token contain a correct 'alg' parameter in the Header,"In this test, the ID Token is taken from the Token Response, the header is base64url decoded and the presence of the 'alg' parameter in the Header is checked. The value must be an asymmetric algorithm between those defined in the 'id_token_signing_alg_values_supported' parameter of the OP's metadata",OP,OP's EC,,The JWT ID Token Header requires the alg parameter,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,M,Mismatch of content,,Asymmetric ID Token signature with RS256,,,,3.3.0,Not present in the description of the ID Token but present in the example. I assumed the signature values,TRUE,x,,yes,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-HEAD-alg-wrong_value,ID Token Header,Token response,Trigger Token response,"Not compliant if the alg parameter in the ID Token contains values among ['none', 'HS256', 'HS384', 'HS512'] or is empty",JWT parameter not in value,Correct Input,Token response,Does the issued JWT ID Token contain a wrong 'alg' parameter in the Header,"In this test, the ID Token is taken from the Token Response, the header is base64url decoded and the presence of the 'alg' parameter in the Header is checked. If its value is set to none, contains values among ['none', 'HS256', 'HS384', 'HS512'], is absent or contains a symmetric algorithm, than the ID Token is not compliant.",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | header | alg | [""none"", ""HS256"", ""HS384"", ""HS512""]",The JWT ID Token Header requires the alg parameter,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,M,Presence of wrong parameter,,,,,,,,,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-HEAD-kid-presence,ID Token Header,Token response,Trigger Token response,"Compliant if the JWT ID Token Header has the kid parameter, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT ID Token contain the 'kid' parameter in the Header,"The ID Token is taken from the Token Response and the presence of the 'kid' parameter in the Header is checked. If it is not present, than the ID Token is not compliant.",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | header | kid",The JWT ID Token Header requires the kid parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,M,Missing parameter,Are all required required claims present (HasRequiredClaims),ID Token has kid claim,,,,3.3.2,Not present in the description but present in the example,TRUE,x,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-PAYLOAD-iss-presence,ID Token Payload,Token response,Trigger Token response,"Compliant if the ID Token contains the iss parameter, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT ID Token contain the 'iss' parameter in the Payload,"The ID Token present in the Token Response is taken, the payload is base64url decoded, analyzed and the presence of the 'iss' parameter is checked.",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | payload | iss",The JWT ID Token Payload requires the iss parameter and it must be an HTTPS URL,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,M,Missing parameter,Is the token issuer set (HasCorrectIssuer),ID Token has iss claim,,,,"3.3.3, 3.3.4, 3.3.5",,TRUE,x,,no,s1,E,,P,P,passed,
o,OP-Token response-BODY_id_token-PAYLOAD-iss-type,ID Token Payload,Token response,Trigger Token response,"Compliant if the ID Token contains the iss parameter as an HTTPS URL that identifies the OP, not Compliant otherwise",JWT parameter type,Correct Input,Token response,Does the issued JWT ID Token contain the 'iss' parameter in the Payload as an HTTPS URL,"The ID Token present in the Token Response is taken, the payload is base64url decoded, analyzed and the presence of the 'iss' parameter has to be an HTTPS URL identifying the OP",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | payload |  | {""type"": ""object"", ""properties"": {""iss"": {""type"": ""string"", ""const"": ""X_https_OP""}}, ""required"":[""iss""]})",The JWT ID Token Payload requires the iss parameter and it must be an HTTPS URL,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,H,If the URL is not an HTTP there is a  lack of security for transmitted data,Is the token issuer set (HasCorrectIssuer),ID Token has iss claim,,,,"3.3.3, 3.3.4, 3.3.5",,TRUE,x,,no,s1,E,Problema implementazione,P,F,failed,URL è HTTP non HTTPS
o,OP-Token response-BODY_id_token-PAYLOAD-iss-value,ID Token Payload,Token response,Trigger Token response,"Compliant if the ID Token contains the iss parameter equals to the URL of the OP, not Compliant otherwise",JWT Check-Save to JWT,Correct Input,Token response,Does the issued JWT ID Token contain the 'iss' parameter in the Payload equals to the URL of the OP,"The ID Token present in the Token Response is taken, the payload is base64url decoded, analyzed and the value of the 'iss' parameter is checked equals to the URL of the OP",OP,"Token response | body | (?<=""id_token"": "")[^""]+ | payload | iss",Entity Configuration response OP | body | [^\r\n]* | payload | iss | saved_iss,The JWT ID Token Payload requires the iss parameter and it must be equal to the URL of the OP,SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Active,M,Mismatch of parameter,,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Token response-BODY_id_token-PAYLOAD-sub-presence,ID Token Payload,Token response,Trigger Token response,"Compliant if the ID Token contains the sub parameter, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT ID Token contain the 'sub' parameter in the Payload,"The ID Token present in the Token Response is taken, the payload is base64url decoded, analyzed and the presence of the 'sub' parameter in the Payload is checked.",OP,,"Token response | body | (?<=""id_token"": "")[^""]+ | payload | sub",The JWT ID Token Payload requires the sub parameter and it must be 'pairwise',SPID_CIE_OIDC#Token-Endpoint-ID-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#id-token,OIDC Core,,,Passive,M,Missing parameter,Are all required required claims present (HasRequiredClaims),ID Token has sub claim,,,,3.3.6,,TRUE,x,,no,s1,E,,P,P,passed,
